Web Archiving Tool	Replay System	Web Browser	Containing Web Page URI-R	Containing Web Page URI-M or WARC / WACZ URL	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Ad Related URL or Ad Text	Recorded Session 1 URL	Recorded Session 2 URL	Recorded Session 3 URL	Successful Replay of Ad In Containing Web Page	Replay Issues Description
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Video 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t39.25447-2/334229279_179656288103461_1638979891818757348_n.mp4?_nc_cat=101&vs=f10b88c4d159e3b8&_nc_vs=HBksFQAYJEdCLXY2eE1sN0R0OVphTUFBT1I4M1NXSDA3NFdibWRqQUFBRhUAAsgBABUAGCRHT3p0M1JOZjJacUUySjhCQVBCTEdrbGEtWlJnYnJGcUFBQUYVAgLIAQBLB4gScHJvZ3Jlc3NpdmVfcmVjaXBlATENc3Vic2FtcGxlX2ZwcwAQdm1hZl9lbmFibGVfbnN1YgAgbWVhc3VyZV9vcmlnaW5hbF9yZXNvbHV0aW9uX3NzaW0AKGNvbXB1dGVfc3NpbV9vbmx5X2F0X29yaWdpbmFsX3Jlc29sdXRpb24AHXVzZV9sYW5jem9zX2Zvcl92cW1fdXBzY2FsaW5nABFkaXNhYmxlX3Bvc3RfcHZxcwAVACUAHAAAJr7zkPqd6pcDFQIoAkMzGAt2dHNfcHJldmlldxwXQENRqfvnbIsYIGRhc2hfdjRfNXNlY2dvcF9ocTFfZnJhZ18yX3ZpZGVvEgAYGHZpZGVvcy52dHMuY2FsbGJhY2sucHJvZDgSVklERU9fVklFV19SRVFVRVNUGwqIFW9lbV90YXJnZXRfZW5jb2RlX3RhZwZvZXBfc2QTb2VtX3JlcXVlc3RfdGltZV9tcwEwDG9lbV9jZmdfcnVsZQpzZF91bm11dGVkE29lbV9yb2lfcmVhY2hfY291bnQEMjgxMhFvZW1faXNfZXhwZXJpbWVudAAMb2VtX3ZpZGVvX2lkDzE5NTYwMzU0OTc0NDgwNhJvZW1fdmlkZW9fYXNzZXRfaWQQMjg5NjkyNjkwMzc3NDkxORVvZW1fdmlkZW9fcmVzb3VyY2VfaWQPODk2ODI3NTUxNTIyMDE1HG9lbV9zb3VyY2VfdmlkZW9fZW5jb2RpbmdfaWQPNjQwODY1MTQ0NDcxMzk5DnZ0c19yZXF1ZXN0X2lkACUCHAAljgIbCIgBcwQ1MzExAmNkCjIwMjMtMDItMjgDcmNiBDI4MDADYXBwDFBvd2VyIGVkaXRvcgJjdBlDT05UQUlORURfUE9TVF9BVFRBQ0hNRU5UE29yaWdpbmFsX2R1cmF0aW9uX3MJMzguNjc3MzMzAWYCYWQCdHMUcHJvZ3Jlc3NpdmVfb3JkZXJpbmcA&ccb=1-7&_nc_sid=4ea082&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9zZCJ9&_nc_ohc=H78NIj3zEzMAX-Zu-t4&_nc_ht=scontent-iad3-1.xx&oh=00_AfANtUpX7c7w6Ds3jup3Qv-eToqU3JQb1szZ91Cdq0NADw&oe=64061C98&_nc_rid=402181556218732	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/333903993_145158081790291_2679311195242130787_n.jpg?stp=dst-jpg_p960x960&_nc_cat=107&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=HFKkqO_UulAAX-Al3GU&_nc_ht=scontent-iad3-1.xx&oh=00_AfB_oeSRglYdx9iJ02Q5XcDiJNTlpL-cc7pOCyIWeRzdCA&oe=64052620	Text 1:PEDAL Electric	Text 2: Sponsored	Text 3: Enjoy the electric joyride of a lifetime with PEDAL. Get $75 off your first electric bike with us today.	Text 4: PEDALELECTRIC.COM	Text 5: $75 Off Your First PEDAL Bike	Button text: Shop now		https://youtu.be/KsCtVilLWNk?t=3074			Sometimes	The sponsored Facebook posts that are displayed  can be different each time the archived web page is replayed. Also, the number of ads replayed can be different each time the web page is replayed.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/320286208_23852093486800306_8302265510640175912_n.png?stp=cp0_dst-jpg_p526x296_q90_spS444&_nc_cat=108&ccb=1-7&_nc_sid=68ce8d&_nc_ohc=X7PuKAIon4EAX-BvhlN&_nc_ht=scontent-iad3-1.xx&oh=00_AfAYthlmYwW9vuKAVnVXtLBFygrOeeZRXpba4FpVKSLLRA&oe=6406D41C	Text 1: Zapier	Text 2: Sponsored	Text 3: See how Zapier can give you more time for what matters most. Start automating your work for free—no code required.	Text 4: ZAPIER.COM	Text 5: Start automating your work today	Text 6: Start automating for free.	Button text: Sign up		https://youtu.be/KsCtVilLWNk?t=7564			Sometimes	The sponsored Facebook posts that are displayed  can be different each time the archived web page is replayed. Also, the number of ads replayed can be different each time the web page is replayed.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t58.17529-6/105793006_1375871672951398_6491570726985488032_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=6cb3ed&_nc_ohc=JSwBorBwWUMAX-FAgY_&_nc_ht=scontent-iad3-1.xx&oh=00_AfDXNTNcFFYlDmpgoAQxx8vk7jr7edT-W9sJe6NzULsblg&oe=640295CF	Text 1: The Pearl Source	Text 2: thepearlsource.com							https://youtu.be/KsCtVilLWNk?t=4057			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.5328-4/313992999_5572833862793784_755251637036760496_n.jpg?stp=dst-jpg_p720x720&_nc_cat=104&ccb=1-7&_nc_sid=c48759&_nc_ohc=R5nlrdt7PNsAX-zYiHF&_nc_ht=scontent-iad3-1.xx&oh=00_AfBZx4ObA-728Hy0S9SCmhgYNFh_0V7ZeG0iNUyC9vJG8Q&oe=64056F8D	Text 1: Velvet Patchwork Dress	Text 2: goelia1995.com							https://youtu.be/KsCtVilLWNk?t=4267			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/327492191_6337438555782_5130166923507871516_n.jpg?stp=dst-jpg_p285x285&_nc_cat=108&ccb=1-7&_nc_sid=eaa83b&_nc_ohc=I0kvmrMyRtsAX8eve74&_nc_ht=scontent-iad3-1.xx&oh=00_AfCcJ1q_8e6Sb8P91Bh3LjKRfFjSwolu13SomEvRpsNzPA&oe=6406AD7B	Text 1: Add the perfect touch with TAFT shoes	Text 2: taftclothing.com							https://youtu.be/KsCtVilLWNk?t=4473			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/322643330_23852399115450224_8309084714858925346_n.jpg?stp=dst-jpg_p285x285&_nc_cat=100&ccb=1-7&_nc_sid=eaa83b&_nc_ohc=xOrxcaM9QywAX8SvqOn&_nc_ht=scontent-iad3-1.xx&oh=00_AfCqx82Rj2B5-z5c4tGVzGFE	Text 1 (empty title): 	Text 2: veesheh.com							https://youtu.be/KsCtVilLWNk?t=4552			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/317955081_23853819962150208_4629409135231223076_n.jpg?stp=dst-jpg_p285x285&_nc_cat=101&ccb=1-7&_nc_sid=eaa83b&_nc_ohc=yXHkI2AUvgQAX_sJDgj&_nc_ht=scontent-iad3-1.xx&oh=00_AfBVVGBU_dry9mF5YxVK8F19pvdPlXIzOM7RTmPzJw5OeA&oe=6404ECCD	Text 1: Cooking has never felt this good!	Text 2: hestanculinary.com							https://youtu.be/KsCtVilLWNk?t=2899			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/330643206_23853517744020326_8194428107876173220_n.jpg?stp=dst-jpg_p476x249&_nc_cat=111&ccb=1-7&_nc_sid=eaa83b&_nc_ohc=AjbMTV0PBSwAX8bD4U4&_nc_ht=scontent-iad3-1.xx&oh=00_AfCI4gpOTKuiWjioRE1SCNpfyRxdUkJ__nXLkPmVZZomAA&oe=64060026	Text 1: The only free RMM solution	Text 2: buy.goto.com							https://youtu.be/KsCtVilLWNk?t=2965			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/315577217_23852144354910353_4012089943665588825_n.jpg?stp=dst-jpg_p476x249&_nc_cat=106&ccb=1-7&_nc_sid=eaa83b&_nc_ohc=CF704AZ7fFMAX83-_L6&_nc_ht=scontent-iad3-1.xx&oh=00_AfATeQjDMtxrBfhfkwmbtTPsjtV0tf4zDGOHQyUgEzoUNg&oe=64062FB8	Text 1: Importance of Community Impact	Text 2: bizjournals.com							https://youtu.be/KsCtVilLWNk?t=3914			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/309831102_6295122182831_8999322146516884599_n.jpg?stp=cp0_dst-jpg_p296x100_q75_spS444&_nc_cat=110&ccb=1-7&_nc_sid=67cdda&_nc_ohc=tZmShyJw6MUAX-kjiiY&_nc_ht=scontent-iad3-1.xx&oh=00_AfByyT887aLTXlQaRdz2e6NoYhYNiiNltRlL1z1aXTgWzw&oe=6406AB7F	Text 1: Custom Luxury Sofas	Text 2: benchmademodern.com							https://youtu.be/KsCtVilLWNk?t=4750			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.5328-4/325080266_6380175545348569_7104930135564255287_n.jpg?stp=c0.120.960.960a_dst-jpg_p960x960&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_ohc=UTtORjqM9IwAX8kzmN2&_nc_ht=scontent-iad3-1.xx&oh=00_AfCcL6DTyvpXjDgj5qK6PRy5aHJ0gsPlR3lyO89fznpFrg&oe=64062E8C	Text 1 (empty title): 	Text 2: adeam.com							https://youtu.be/KsCtVilLWNk?t=4818			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/315230493_6287863154390_7228735008680727712_n.png?stp=dst-png_p285x285&_nc_cat=102&ccb=1-7&_nc_sid=eaa83b&_nc_ohc=6tRWnoK0-tIAX8bKBlz&_nc_ht=scontent-iad3-1.xx&oh=00_AfCdkHHBHpz2NUhwVEZfPLExDplMG3TRDcFfF1UjL9q6xw&oe=64061E8D	Text 1: Qualify for Free Internet Today!	Text 2: maxsipconnects.com							https://youtu.be/KsCtVilLWNk?t=4945			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/316596284_23853561597460593_5704277854649594344_n.jpg?stp=cp0_dst-jpg_p296x100_q75_spS444&_nc_cat=107&ccb=1-7&_nc_sid=67cdda&_nc_ohc=PrCORJgAAXMAX--vwp-&_nc_ht=scontent-iad3-1.xx&oh=00_AfDf-zUnTfPa_GbMOzGeOYZiYSJlnZZFzWEDlFMsII5iHg&oe=64066586	Text 1: https://get.moneylion.com/711/	Text 2: get.moneylion.com							https://youtu.be/KsCtVilLWNk?t=4888			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/324064963_6309949412831_7763992806882812287_n.png?stp=dst-png_p285x285&_nc_cat=105&ccb=1-7&_nc_sid=eaa83b&_nc_ohc=WUGLhDEYFwIAX90fRlL&_nc_ht=scontent-iad3-1.xx&oh=00_AfBOI4Jj61b0AT1WBZSP8MOvTxhyq1wb2bjeVNAQu5BK8Q&oe=640681D3	Text 1: Everything you want and the experience you deserve.	Text 2: benchmademodern.com							https://youtu.be/KsCtVilLWNk?t=5044			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.5328-4/327171132_5833423306733791_5553786175170200865_n.jpg?stp=c0.120.960.960a_dst-jpg_p960x960&_nc_cat=101&ccb=1-7&_nc_sid=c48759&_nc_ohc=jwEcb2Gq8ZQAX-oTmvt&_nc_ht=scontent-iad3-1.xx&oh=00_AfCAYDmTHLhCuN5PjoV2q7adb9uYAU9nIT94wd42VxOjnQ&oe=6405A8A0	Text 1 (empty title): 	Text 2: adeam.com							https://youtu.be/KsCtVilLWNk?t=5117			Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t58.17529-6/270402931_939653030529063_7787467863494029666_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=6cb3ed&_nc_ohc=3NYqkqoTf8wAX-aHZBT&_nc_ht=scontent-iad3-1.xx&oh=00_AfDgP7etavjxBkVEivuqcJG1c4pB-NvyxNCLrJb32uT1fw&oe=64026540									https://youtu.be/KsCtVilLWNk?t=7445			No	The image for the ad was archived successfully, but during the recording session the ad was not selected to be displayed. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.5328-4/319875099_6036002623090805_5830931343706376250_n.jpg?stp=c0.120.960.960a_dst-jpg_p960x960&_nc_cat=111&ccb=1-7&_nc_sid=c48759&_nc_ohc=BMzZXVdHkKUAX83jLBb&_nc_ht=scontent-iad3-1.xx&oh=00_AfD6uJXaLptgVozN7UgJl8cLdYNgsI8SUkhIW7Aqo0qkig&oe=64056FE3									https://youtu.be/KsCtVilLWNk?t=8246			No	The image for the ad was archived successfully, but during the recording session the ad was not selected to be displayed. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.facebook.com/	2023-03-02_facebook_ads_ArchiveWeb_page.wacz	Image 1 URI-R: https://scontent-iad3-1.xx.fbcdn.net/v/t45.5328-4/326966197_6264841526869752_7220635268041389187_n.jpg?stp=c0.120.960.960a_dst-jpg_p960x960&_nc_cat=108&ccb=1-7&_nc_sid=c48759&_nc_ohc=FMN1XxkQPZQAX-9PPvH&_nc_ht=scontent-iad3-1.xx&oh=00_AfBybZi0aqyMI6EbIetI1TMpN_YQat2M9v6IocknQYds8Q&oe=640580EF									https://youtu.be/KsCtVilLWNk?t=8257			No	The image for the ad was archived successfully, but during the recording session the ad was not selected to be displayed. 
																		
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://tpc.googlesyndication.com/simgad/18224570386520315776?sqp=4sqPyQQrQikqJwhfEAEdAAC0QiABKAEwCTgDQPCTCUgAUAFYAWBfcAJ4AcUBLbKdPg&rs=AOga4qn8GiqaJ0o1iEGy6kR-dKJGZRtM3g									https://youtu.be/3CdUFVWLT38?t=8174	https://youtu.be/dquG3uOS3k4		Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://s0.2mdn.net/simgad/11599281031676764239									https://youtu.be/3CdUFVWLT38?t=4346	https://youtu.be/dquG3uOS3k4		No	Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://s0.2mdn.net/simgad/17004131269797875738									https://youtu.be/3CdUFVWLT38?t=4303	https://youtu.be/dquG3uOS3k4		No	Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6ImY0Y2ZiYzM5ODE2NDgwMGQzNzg5MGZiMDU0MGJiYzFhMDU1NWQ4ZGVkMzRmZGQ0YTRkNzdkOWM4MzkyYzU1MjkiLCJ3IjozMDAsImgiOjIwMCwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp	Text 1: 39 Players Who Refused To Play For The Team That Drafted Them	Text 2: Gameday News							https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjBhOWJlODc5NjMxZWNiNjNlMDRlODIzYTI3MTQwYjIyNGNiM2Y4ZjliM2IzYmJiM2UyOTk4ZDgyOTEzMWY1MjciLCJ3IjozMDAsImgiOjIwMCwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp	Text 1: [Gallery] Things History Left Out About The Battle Of Midway	Text 2: Taco Relish							https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://zem.outbrainimg.com/p/srv/sha/46/18/e8/18c9c53b7e07f27af30a563629593f3fee.png?w=300&h=200&fit=crop&crop=faces&q=45&fm=jpg	Text 1: [Photos] Meet Harris' Husband Not Many People Know About	Text 2: Try Not To Choke, When You See Her New Richest Wife	Text 3: Boite A Scoop						https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Video 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjA1YzYxOGZiYzRlYjU2ZGI0YTg2MWFiODYzMTZiYTcxMjJkNGVhMTAxNTgwNWI2N2ZkMGU0MDBmODhjOWI2MTAiLCJ3IjozMDAsImgiOjIwMCwiZCI6MS4wLCJjcyI6MiwiZiI6NX0.mp4	Text 1: How This Detergent Sheet Is Crushing The Market	Text 2: Detergent Alternative							https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto/assets/FE1CD62D5D924B8B8054443B1D0F2C8B.jpg	Text 1: 5-star rated card wipes out interest until nearly 2025	Text 2: Card wipes out interest until nearly 2025	Text 3: One of the most valuable balance transfer cards	Text 4: This card's a slam dunk if you want to eliminate interest					https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Sometimes	Sometimes this ad is loaded at the bottom of the web page. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto,fl_lossy,e_sharpen:70/assets/9C6C32D702F54A718BF596EF0FE0050F.png	Text 1: Aging Americans Should Do This Daily	Text 2: Why It’s Important To Always Listen To Your Body	Text 3: Eating Well But Still Feeling Sluggish? Here's Why	Text 4: The 1-Minute Routine Aging Americans Should Do					https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Sometimes	Sometimes this ad is loaded at the bottom of the web page. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto/assets/BCD46485B16D4A28A1BAAD8A629D6DCF.jpg	Text 1: Americans Vs. Retirement: Here Are the Average Savings	Text 2: Average Retirement Savings Revealed: How Do You Compare?	Text 3: Here's What the Average American Has Saved for Retirement	Text 4: Do Your Retirement Investments Compare to the Average?					https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Sometimes	Sometimes this ad is loaded at the bottom of the web page. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto/assets/00C838B377A443EC9E438DC5C2343D0E.jpeg	Text 1: Three Foods You Should Give Your Dog Every Day	Text 2: Canine Health Is On The Decline, Here’s Why	Text 3: Katherine Heigl Reveals Three Dog Superfoods	Text 4: Give Your Dog This Daily, Here's Why					https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Sometimes	Sometimes this ad is loaded at the bottom of the web page. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto/assets/5656F932DABC425C8D47345C7E89BAB1.jpg	Text 1: Dream big with a home equity loan	Text 2: Access your home's equity before it's too late	Text 3: Experts urge Americans to access their home's equity	Text 4: Turn your rising home equity into cash you can use					https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Sometimes	Sometimes this ad is loaded at the bottom of the web page. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto,fl_lossy,e_sharpen:70/assets/48E541BEA83C47939AB06189D8674F03.png	Text 1: No Recession? 10 Small Habits Americans Can Use to Grow Wealth in 2023	Text 2: Rolling Recession? 10 Easy Ways to Grow Wealth in Any Economy	Text 3: Top Ways to Supplement Your Income During a Recession	Text 4: 10 Nearly Secret Ways to Thrive During a Recession					https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Sometimes	Sometimes this ad is loaded at the bottom of the web page. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Embedded Web Page: https://distro.tv/embed_episode2.html?show=distrotv-entertainment-update-2	Text 1: IMPACT Wrestling: Relive all-time classics and explosive action with your favorite... 	Text 2: DistroTV is the best FREE independent streaming television service	Text 3: 270+ FREE live streaming channels: Entertainment, Sports, Movies, Music & More	Text 4: No sign up. No registration. No credit cards. Just watch for FREE					https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Sometimes	Sometimes this ad is loaded at the bottom of the web page. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://cache-ssl.celtra.com/api/blobs/b0e7cdcaafece90e5071d4b7419df13d90d9bd11ebf0e102c4e4f6a2f6d5f27c/1920x480%20wunderkind.png?transform=crush&quality=256	Image 2 URI-R: https://cache-ssl.celtra.com/api/videoThumb/9182cc4f0dcbd61a1bfbdd096b7210cc337dfc15746c23a49f83227d87079e28?position=0&transform=crush&resize=nullx200&quality=90&colorAccurate=true	Video URI-R: https://cache-ssl.celtra.com/api/videoStream/9182cc4f0dcbd61a1bfbdd096b7210cc337dfc15746c23a49f83227d87079e28/vp9_served_720p/video.webm?transform=VideoStream&celtraCacheBust=8-1							https://youtu.be/3CdUFVWLT38?t=4331	https://youtu.be/dquG3uOS3k4		No	This ad may be using a Google safeframe.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Image 1 URI-R: https://tpc.googlesyndication.com/simgad/7983774131027975869?	Text 1: Content By APOLLO	Text 2: This bracelet can change how you sleep	Text 3: The science backed-bracelet designed to resolve stress, reduce anxiety and improve sleep. Is $40 off right now						https://youtu.be/3CdUFVWLT38?t=4297	https://youtu.be/dquG3uOS3k4		No	Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. 
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Video URI-R: https://cdn1.extremereach.io/media/157016/169477/bc5882bb-3d5d-47f1-83fe-d0fff10b89f2/a0a7ddab-77be-433a-a543-190686d61c60.mp4?line_item=15795245&cid=100670&e=e.mp4									https://youtu.be/3CdUFVWLT38?t=4273	https://youtu.be/dquG3uOS3k4		No	A request was not made for this resource during replay.
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Embedded web page URI-R: https://products.gobankingrates.com/pub/ced4077e-d313-11ec-8570-0e0b1012e14d/cau-borderless									https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4?t=3584		Yes	No issues
ArchiveWeb.page	ReplayWeb.page	Chrome	https://www.cnn.com/	2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz	Embedded web page URI-R: https://custom.lockerdome.com/ladstatic/13963838441873510?version=redesign									https://youtu.be/3CdUFVWLT38	https://youtu.be/dquG3uOS3k4		Sometimes	This ad sometimes is able to load at the bottom of the web page. 
