Web Archiving Tool,Replay System,Web Browser,Containing Web Page URI-R,Containing Web Page URI-M or WARC / WACZ URL,Ad Related URL or Ad Text 1,Ad Related URL or Ad Text 2,Ad Related URL or Ad Text 3,Ad Related URL or Ad Text 4,Ad Related URL or Ad Text 5,Ad Related URL or Ad Text 6,Ad Related URL or Ad Text 7,Ad Related URL or Ad Text 8,Ad Related URL or Ad Text 9,Recorded Session 1 URL,Recorded Session 2 URL,Recorded Session 3 URL,Crawling Session or Live Web Page Video Timestamp,Successful Replay of Ad In Containing Web Page,Replay Issues Description,Ad Type,Successfully Archived
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://s0.2mdn.net/simgad/17004131269797875738,,,,,,,,,https://youtu.be/3CdUFVWLT38?t=4303,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,No,"Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. ",Image,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6ImY0Y2ZiYzM5ODE2NDgwMGQzNzg5MGZiMDU0MGJiYzFhMDU1NWQ4ZGVkMzRmZGQ0YTRkNzdkOWM4MzkyYzU1MjkiLCJ3IjozMDAsImgiOjIwMCwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,Text 1: 39 Players Who Refused To Play For The Team That Drafted Them,Text 2: Gameday News,,,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjBhOWJlODc5NjMxZWNiNjNlMDRlODIzYTI3MTQwYjIyNGNiM2Y4ZjliM2IzYmJiM2UyOTk4ZDgyOTEzMWY1MjciLCJ3IjozMDAsImgiOjIwMCwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,Text 1: [Gallery] Things History Left Out About The Battle Of Midway,Text 2: Taco Relish,,,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://zem.outbrainimg.com/p/srv/sha/46/18/e8/18c9c53b7e07f27af30a563629593f3fee.png?w=300&h=200&fit=crop&crop=faces&q=45&fm=jpg,Text 1: [Photos] Meet Harris' Husband Not Many People Know About,"Text 2: Try Not To Choke, When You See Her New Richest Wife",Text 3: Boite A Scoop,,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Video 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjA1YzYxOGZiYzRlYjU2ZGI0YTg2MWFiODYzMTZiYTcxMjJkNGVhMTAxNTgwNWI2N2ZkMGU0MDBmODhjOWI2MTAiLCJ3IjozMDAsImgiOjIwMCwiZCI6MS4wLCJjcyI6MiwiZiI6NX0.mp4,Text 1: How This Detergent Sheet Is Crushing The Market,Text 2: Detergent Alternative,,,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,"Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto/assets/FE1CD62D5D924B8B8054443B1D0F2C8B.jpg",Text 1: 5-star rated card wipes out interest until nearly 2025,Text 2: Card wipes out interest until nearly 2025,Text 3: One of the most valuable balance transfer cards,Text 4: This card's a slam dunk if you want to eliminate interest,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is loaded at the bottom of the web page. ,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,"Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto,fl_lossy,e_sharpen:70/assets/9C6C32D702F54A718BF596EF0FE0050F.png",Text 1: Aging Americans Should Do This Daily,Text 2: Why It’s Important To Always Listen To Your Body,Text 3: Eating Well But Still Feeling Sluggish? Here's Why,Text 4: The 1-Minute Routine Aging Americans Should Do,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is loaded at the bottom of the web page. ,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,"Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto/assets/BCD46485B16D4A28A1BAAD8A629D6DCF.jpg",Text 1: Americans Vs. Retirement: Here Are the Average Savings,Text 2: Average Retirement Savings Revealed: How Do You Compare?,Text 3: Here's What the Average American Has Saved for Retirement,Text 4: Do Your Retirement Investments Compare to the Average?,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is loaded at the bottom of the web page. ,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,"Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto/assets/00C838B377A443EC9E438DC5C2343D0E.jpeg",Text 1: Three Foods You Should Give Your Dog Every Day,"Text 2: Canine Health Is On The Decline, Here’s Why",Text 3: Katherine Heigl Reveals Three Dog Superfoods,"Text 4: Give Your Dog This Daily, Here's Why",,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is loaded at the bottom of the web page. ,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,"Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto/assets/5656F932DABC425C8D47345C7E89BAB1.jpg",Text 1: Dream big with a home equity loan,Text 2: Access your home's equity before it's too late,Text 3: Experts urge Americans to access their home's equity,Text 4: Turn your rising home equity into cash you can use,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is loaded at the bottom of the web page. ,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,"Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_960,h_540,c_fill,g_auto:text,f_auto,fl_lossy,e_sharpen:70/assets/48E541BEA83C47939AB06189D8674F03.png",Text 1: No Recession? 10 Small Habits Americans Can Use to Grow Wealth in 2023,Text 2: Rolling Recession? 10 Easy Ways to Grow Wealth in Any Economy,Text 3: Top Ways to Supplement Your Income During a Recession,Text 4: 10 Nearly Secret Ways to Thrive During a Recession,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is loaded at the bottom of the web page. ,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Embedded Web Page: https://distro.tv/embed_episode2.html?show=distrotv-entertainment-update-2,Text 1: IMPACT Wrestling: Relive all-time classics and explosive action with your favorite... ,Text 2: DistroTV is the best FREE independent streaming television service,"Text 3: 270+ FREE live streaming channels: Entertainment, Sports, Movies, Music & More",Text 4: No sign up. No registration. No credit cards. Just watch for FREE,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is loaded at the bottom of the web page. ,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://cache-ssl.celtra.com/api/blobs/b0e7cdcaafece90e5071d4b7419df13d90d9bd11ebf0e102c4e4f6a2f6d5f27c/1920x480%20wunderkind.png?transform=crush&quality=256,Image 2 URI-R: https://cache-ssl.celtra.com/api/videoThumb/9182cc4f0dcbd61a1bfbdd096b7210cc337dfc15746c23a49f83227d87079e28?position=0&transform=crush&resize=nullx200&quality=90&colorAccurate=true,Video URI-R: https://cache-ssl.celtra.com/api/videoStream/9182cc4f0dcbd61a1bfbdd096b7210cc337dfc15746c23a49f83227d87079e28/vp9_served_720p/video.webm?transform=VideoStream&celtraCacheBust=8-1,,,,,,,https://youtu.be/3CdUFVWLT38?t=4331,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,No,A request was not made for this resource during replay. This ad may be using a Google safeframe.,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://tpc.googlesyndication.com/simgad/7983774131027975869?,Text 1: Content By APOLLO,Text 2: This bracelet can change how you sleep,"Text 3: The science backed-bracelet designed to resolve stress, reduce anxiety and improve sleep. Is $40 off right now",,,,,,https://youtu.be/3CdUFVWLT38?t=4297,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,No,"Uses Google's safeframe which will not load during replay, since part of the URL has a random value that can be different each time the archived web page is replayed. I have not seen a case where the correct random value was used for the Google safeframe when using ReplayWeb.page, pywb, and openWayback. ",Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Video URI-R: https://cdn1.extremereach.io/media/157016/169477/bc5882bb-3d5d-47f1-83fe-d0fff10b89f2/a0a7ddab-77be-433a-a543-190686d61c60.mp4?line_item=15795245&cid=100670&e=e.mp4,,,,,,,,,https://youtu.be/3CdUFVWLT38?t=4273,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,No,A request was not made for this resource during replay.,Video,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Embedded web page URI-R: https://products.gobankingrates.com/pub/ced4077e-d313-11ec-8570-0e0b1012e14d/cau-borderless,,,,,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4?t=3584,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,This ad sometimes is able to load at the bottom of the web page. ,Embedded Web Page,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Embedded web page URI-R: https://custom.lockerdome.com/ladstatic/13963838441873510?version=redesign,,,,,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,This ad sometimes is able to load at the bottom of the web page. ,Embedded Web Page,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/dtb/admi?b=JNX-7JHKx2H3b-jlj0g9kXYAAAGIBh5DbAEAAAxXAQBhcHNfdHhuX2JpZDEgICBhcHNfdHhuX2ltcDEgICAfpc2K&rnd=4050885070311683729828071&pp=r78um8&p=9az1fk,Image 1 URI-R: https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/cc9f1b47-5e41-4f0c-a023-b24c5587d631.jpg,,,,,,,,https://youtu.be/3CdUFVWLT38?t=8042,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is selected to be displayed.,Image,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,Ad frame URI-R: https://aax-us-east.amazon-adsystem.com/e/dtb/admi?b=JBDnWUOjArnVacYd-PAEyUQAAAGIBhytBAEAAAxXAQBhcHNfdHhuX2JpZDEgICBhcHNfdHhuX2ltcDEgICClYcWD&rnd=2942692666231683729723280&pp=sb785c&p=9az1fk,Image 1 URI-R: https://m.media-amazon.com/images/I/61yicfQV5kL._AC_SX315_SY252_.jpg,"Text 1: Philips Norelco OneBlade Hybrid Electric Trimmer and Shaver, Frustration Free Packaging, QP2520/90",Image 2 URI-R: https://images-na.ssl-images-amazon.com/images/G/01/da/creatives/aui-tablet-stars-2x.png,Text 2: $37.99,Image 3 URI-R: https://images-na.ssl-images-amazon.com/images/G/01/da/creatives/prime-2x-20170531.png,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,Sometimes this ad is selected to be displayed.,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,"Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_256,h_256,c_fill,g_auto:text,f_auto,fl_lossy,e_sharpen:70/assets/B01F8B89C44D4FC6AA13D6D63A9C144F.png","Text 1: Always Feel Empty On Energy, This Could Be Why",Text 2: Power Life,,,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,"Some versions of ReplayWeb.page can load this ad. Around the time the web page was archived, ReplayWeb.page was not able to replay this ad in the containing web page, but a more recent version works.",Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.cnn.com/,https://zenodo.org/record/8000975/files/2023-05-10_ads_on_cnn_ArchiveWeb_page.wacz?download=1,"Image 1 URI-R: https://ntvcld-a.akamaihd.net/image/upload/w_256,h_256,c_fill,g_auto:text,f_auto,fl_lossy,e_sharpen:70/assets/ED34576DDDAA4218BCCBE04C08D17EEF.png","Text 1: Top US vet: ""this dog behavior is not normal""",Text 2: Dr. Marty's,,,,,,,https://youtu.be/3CdUFVWLT38,https://youtu.be/dquG3uOS3k4,,https://youtu.be/3CdUFVWLT38?t=4190,Sometimes,"Some versions of ReplayWeb.page can load this ad. Around the time the web page was archived, ReplayWeb.page was not able to replay this ad in the containing web page, but a more recent version works.",Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjE1NjFkZmEyYjVhNTEzNzgyOWQ2NGVkYjIyMmRiYzQyMDkxNjNiZmNhODdhZjg1N2VhOTRlZWU3NDFjY2FmNzciLCJ3Ijo0MDAsImgiOjI2NywiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,"Text 1: announce, CD Rates | Sponsored Listings",Text 2: CD Rates That Can't Be Ignored,,,,,,,https://youtu.be/acZUKMaiZKA?t=2622,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjQ0Y2NjZjk4OGYyY2Y0MmMxNmVlMzAyMjdhNmI4ZmU1MjQ4ODIyYTYxZTkxMTRlMGJhMmVhZDAxZTgzOWM2MGIiLCJ3Ijo4MzAsImgiOjU1NSwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,Text 1: This is a pair of shoes that every man must have in 2023.,"Text 2: annonce,  Comfort Men Shoes",,,,,,,https://youtu.be/acZUKMaiZKA?t=3292,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://zem.outbrainimg.com/p/srv/sha/d6/18/77/d07ec9b794e91effb54d2ca82d911a2c83.png?w=830&h=555&fit=crop&crop=faces&q=45&fm=jpg,Text 1: [Photos] Brad Pitt's Daughter Turns 20 And Is His Replica,Text 2: Brad Pitt's Daughter Grew Up To Be A Bombshell!,"Text 3: ad, News Sharper",,,,,,https://youtu.be/acZUKMaiZKA?t=3467,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://zem.outbrainimg.com/p/srv/sha/ee/43/d1/fe3229f0638371c3e20a2256f96637ceb5.jpg?w=830&h=555&fit=crop&crop=center&q=45&fm=jpg,Text 1: Virginia Beach Dental Implant Offers: See Prices,Text 2: The Cost Of Dental Implants In 2023 May Surprise You,"Text 3: annonce,  Ads Dental Implants",,,,,,https://youtu.be/acZUKMaiZKA?t=3632,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6ImE0NjQ3NDgxMWNmZTM4YjhkZjUxYTdiZjFmOWRhNzFlMGY1ODA5NTQzYzMwYTJiZWQyZTIwZWJhZjRjNGYyMzgiLCJ3Ijo4MzAsImgiOjU1NSwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,Text 1: New Senior Apartments in Virginia Beach (Take A Look At The Prices),"Text 2: annonce,  Apartments For Elderly | Sponsored Results",,,,,,,https://youtu.be/acZUKMaiZKA?t=3826,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjFkMWYyMDkwYTJjMTM2MTIyZmFlZTQyYTUwMDBmZDU4MzdjMjkzYjc5NDRiZWMxOTdiZDQyOGVmOTVjMjdhMzMiLCJ3Ijo4MzAsImgiOjU1NSwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,Text 1: Virginia Beach: Unsold 2022 Cars Now Almost Being Given Away: See Prices,"Text 2: annonce,  New SUV Deals | Search Ads",,,,,,,https://youtu.be/acZUKMaiZKA?t=3976,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjViN2E2YTRkYTBlZWQ5MjMzMDAwMmVkMWJmYjU5MDEwNDRlNzE4MDc1YjRjNTFjYWJkZWZlYWEzZmVkMWQ5ZGYiLCJ3Ijo4MzAsImgiOjU1NSwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,Text 1: Here Is The Cost To Be Cremated In 2023 (See Prices),"Text 2: annonce,  Cremation For Elderly | Search Ads",,,,,,,https://youtu.be/acZUKMaiZKA?t=4152,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://zem.outbrainimg.com/p/srv/sha/80/79/95/e42f9937eac919e0dbb57f8646c126d06e.jpg?w=830&h=555&fit=crop&crop=center&q=45&fm=jpg,Text 1: How To Get A Migraine To Go Away (Best Tricks),Text 2: Getting Rid Of Migraines May Be Easier Than You Think,"Text 3: annonce,  Ads Migraine Relief",,,,,,https://youtu.be/acZUKMaiZKA?t=4600,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjQ3NzgzZTVjMzc4ZDg1YjU5OTVlZDAzNDYyMmI3OTJhNWE5MGM1NWJlMTM0NDFiM2I2YmI4YmRmMDlmNTE5NGUiLCJ3Ijo4MzAsImgiOjU1NSwiZCI6MS4wLCJjaCI6NzE4NjM0NTQyLCJjcyI6MCwiZiI6NH0.webp,Text 1: Here's How To Fly Business Class For The Price of Economy,"Text 2: annonce,  Business Class Flights | Search Ads",,,,,,,https://youtu.be/acZUKMaiZKA?t=5161,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6IjAwODMwNDRiMjZjMjU4ZDJiZDU4Mjc4ZWQxNzQ1MDk2N2VjODA3MjU5MjRkMGUyMmJiOWNmZGE3Mzk5MDJiOGEiLCJ3Ijo4MzAsImgiOjU1NSwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,Text 1: Warm Up The Bus! The Killer New VW Lineup Is Profoundly Incredible,"Text 2: annonce,  Search ads",,,,,,,https://youtu.be/acZUKMaiZKA?t=5306,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6ImU0ZmJkZDFlODM5ZDQzNDg5OTg2MWZmZDM3MTM0NGYzNzZiNmVhZTQyNzE5NWJkZGMzMmUyZDdiNzc2Mjg1MjQiLCJ3Ijo4MzAsImgiOjU1NSwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,Text 1: Bank Owned Properties For Sale In Virginia Beach (See Prices),"Text 2: annonce,  Bank Owned Properties | Search Ads",,,,,,,https://youtu.be/acZUKMaiZKA?t=5455,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
ArchiveWeb.page,ReplayWeb.page,Chrome,https://www.lequipe.fr/Tous-sports/Actualites/Le-flash-sports-du-5-avril/1389820,https://zenodo.org/record/8057942/files/2023_06_07_archiving_ads_on_lequipe_ArchiveWeb_page.wacz?download=1,Image 1 URI-R: https://images.outbrainimg.com/transform/v3/eyJpdSI6Ijk1Mjc5ZTM0OTEzMjY5NTA3MDlmNDk1NzZkMTE0ZWI1YTBjZDUyMWJmMDdlMGQ1NTdmZWUwMmUzZGU3MTNjMDkiLCJ3Ijo4MzAsImgiOjU1NSwiZCI6MS4wLCJjcyI6MCwiZiI6NH0.webp,"Text 1: Affordable SUVs For Seniors, Top Senior Deals & Sales",Text 2: Auto Deals Made Just For Seniors,"Text 3: annonce,  Search Ads",,,,,,https://youtu.be/acZUKMaiZKA?t=5455,https://youtu.be/f3ymqia4dQk,,https://youtu.be/acZUKMaiZKA?t=827,Yes,No issues,Combination,Yes
